UNIQUE ID,REFERENCE NAME,HGNC ID,EntrezGene official name (Human),EntrezGeneID (Human),EntrezGene Symbol (Human),EntrezGene Aliases (Human),EntrezGene Additional Names (Human),MGI ID,EntrezGeneofficial name (Mouse),EntrezGeneID (Mouse),EntrezGene Symbol (Mouse),EntrezGene Aliases (Mouse),EntrezGene Additional Names (Mouse),UniProtDB ID (Human),UniProt protein name (Human),UniProt protein alternative names (Human),UniProtID (Mouse),UniProt protein name (Mouse),UniProt protein alternative names (Mouse),MeSH ID,MeSH Name,Typographical variations,Shen-Orr ID,IX Synonyms,Protein Ontology ID,Protein Ontology name,Protein Ontology synonyms,Protein Ontology URL,OMIM ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_188,CCR5,HGNC:1606,chemokine (C-C motif) receptor 5 (gene/pseudogene),1234,CCR5,CC-CKR-5;CCCKR5;CCR-5;CD195;CKR-5;CKR5;CMKBR5;IDDM22;,C-C chemokine receptor type 5;C-C motif chemokine receptor 5 A159A;HIV-1 fusion coreceptor;chemokine receptor CCR5;chemr13;,MGI:107182,chemokine (C-C motif) receptor 5,12774,Ccr5,AM4-7;CD195;Cmkbr5;,C-C CKR-5;C-C chemokine receptor type 5;CC-CKR-5;CCR-5;MIP-1 alpha receptor;chemokine (C-C) receptor 5;,CCR5_HUMAN,C-C chemokine receptor type 5,C-C CKR-5;CC-CKR-5;CCR-5;CCR5;CHEMR13;HIV-1 fusion coreceptor;,CCR5_MOUSE,C-C chemokine receptor type 5,C-C CKR-5;CC-CKR-5;CCR-5;MIP-1 alpha receptor;,,,,,,PR:000001201,C-C chemokine receptor type 5,CCR5;MIP-1 alpha receptor;CMKBR5;chemokine receptor CCR5;CD195;HIV-1 fusion coreceptor;CHEMR13;C-C CKR-5;CC-CKR-5;CCR-5;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001201,601373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_189,CCR6,HGNC:1607,chemokine (C-C motif) receptor 6,1235,CCR6,BN-1;C-C CKR-6;CC-CKR-6;CCR-6;CD196;CKR-L3;CKRL3;CMKBR6;DCR2;DRY6;GPR29;GPRCY4;STRL22;,"C-C chemokine receptor type 6;G protein-coupled receptor 29;G-protein coupled receptor 29;LARC receptor;chemokine (C-C) receptor 6;chemokine receptor-like 3;seven-transmembrane receptor, lymphocyte, 22;",MGI:1333797,chemokine (C-C motif) receptor 6,12458,Ccr6,CC-CKR-6;CCR-6;Cmkbr6;KY411;,C-C chemokine receptor type 6;,CCR6_HUMAN,C-C chemokine receptor type 6,C-C CKR-6;CC-CKR-6;CCR-6;Chemokine receptor-like 3;CKR-L3;DRY6;G-protein coupled receptor 29;GPR-CY4;GPRCY4;LARC receptor;,CCR6_MOUSE,C-C chemokine receptor type 6,C-C CKR-6;CC-CKR-6;CCR-6;KY411;,,,,,,PR:000001202,C-C chemokine receptor type 6,chemokine receptor-like 3;CKR-L3;CCR6;KY411;DRY6;G-protein coupled receptor 29;GPR29;GPR-CY4;LARC receptor;CD196;chemokine receptor CCR6;CC-CKR-6;STRL22;GPRCY4;C-C CKR-6;CKRL3;CMKBR6;CCR-6;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001202,601835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_19,Chemokine CCL19,HGNC:10617,chemokine (C-C motif) ligand 19,6363,CCL19 ,ELC;CKb11;MIP3B;MIP-3b;SCYA19;,"EBI1 ligand chemokine;exodus3;beta chemokine exodus3;CK beta11;betachemokine exodus3;CC chemokine ligand 19;MIP3beta;small inducible cytokine subfamily A (CysCys), member 19;epsteinBarr virusinduced molecule 1 ligand chemokine;macrophage inflammatory protein 3beta;macrophage inflammatory protein 3 beta;EBI1ligand chemokine;CC motif chemokine 19;smallinducible cytokine A19;",MGI:1346316,chemokine (C-C motif) ligand 19,24047,Ccl19 ,ELC;CKb11;MIP3B;Scya19;exodus-3;,EBI1 ligand chemokine;small inducible cytokine A19;epsteinBarr virusinduced molecule 1 ligand chemokine;EBVinduced molecule 1 ligand chemokine;EBI1ligand chemokine;CC motif chemokine 19;smallinducible cytokine A19;chemokine CCL19;,CCL19_HUMAN,C-C motif chemokine 19,Beta-chemokine exodus-3;CK beta-11;Epstein-Barr virus-induced molecule 1 ligand chemokine;EBI1 ligand chemokine;ELC;Macrophage inflammatory protein 3 beta;MIP-3-beta;Small-inducible cytokine A19;,CCL19_MOUSE,C-C motif chemokine 19,Epstein-Barr virus-induced molecule 1 ligand chemokine;EBI1 ligand chemokine;ELC;Small-inducible cytokine A19;,D054415,Chemokine CCL19,Chemokine CCL19;CCL19;CCL-19;,,,PR:000001991,C-C motif chemokine 19,MIP3B;epstein-Barr virus-induced molecule 1 ligand chemokine;small-inducible cytokine A19;beta chemokine exodus-3;CK beta-11;MIP-3-beta;CCL19;ELC;EBI1 ligand chemokine;macrophage inflammatory protein 3 beta;SCYA19;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001991,602227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_190,CCR7,HGNC:1608,chemokine (C-C motif) receptor 7,1236,CCR7,BLR2;CD197;CDw197;CMKBR7;EBI1;,C-C CKR-7;C-C chemokine receptor type 7;CC chemokine receptor 7;CC-CKR-7;CCR-7;EBV-induced G protein-coupled receptor 1;EBV-induced G-protein coupled receptor 1;Epstein-Barr virus induced G-protein coupled receptor;Epstein-Barr virus induced gene 1;MIP-3 beta receptor;chemokine (C-C) receptor 7;epstein-Barr virus-induced G-protein coupled receptor 1;lymphocyte-specific G protein-coupled peptide receptor;,MGI:103011,chemokine (C-C motif) receptor 7,12775,Ccr7,RP23-80N1.2;CD197;Cdw197;Cmkbr7;EBI1;Ebi1h;,C-C CKR-7;C-C chemokine receptor type 7;CC-CKR-7;CCR-7;EBV-induced G-protein coupled receptor 1;MIP-3 beta receptor;chemokine (C-C) receptor 7;epstein-Barr virus-induced G-protein coupled receptor 1;,CCR7_HUMAN,C-C chemokine receptor type 7,C-C CKR-7;CC-CKR-7;CCR-7;BLR2;CDw197;Epstein-Barr virus-induced G-protein coupled receptor 1;EBI1;EBV-induced G-protein coupled receptor 1;MIP-3 beta receptor;,CCR7_MOUSE,C-C chemokine receptor type 7,C-C CKR-7;CC-CKR-7;CCR-7;Epstein-Barr virus-induced G-protein coupled receptor 1;EBI1;EBV-induced G-protein coupled receptor 1;MIP-3 beta receptor;,,,,,,PR:000001203,C-C chemokine receptor type 7,CMKBR7;EBI1;C-C CKR-7;Ebi1h;CD197;CCR7;CDw197;MIP-3 beta receptor;CCR-7;BLR2;chemokine receptor CCR7;EBV-induced G-protein coupled receptor 1;epstein-Barr virus-induced G-protein coupled receptor 1;EVI1;CC-CKR-7;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001203,600242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_191,CCR8,HGNC:1609,chemokine (C-C motif) receptor 8,1237,CCR8,CC-CKR-8;CCR-8;CDw198;CKRL1;CMKBR8;CMKBRL2;CY6;GPRCY6;TER1;,C-C chemokine receptor type 8;CC chemokine receptor 8;CC chemokine receptor CHEMR1;CC-chemokine receptor chemr1;chemokine (C-C) receptor 8;chemokine (C-C) receptor-like 2;chemokine receptor-like 1;,MGI:1201402,chemokine (C-C motif) receptor 8,12776,Ccr8,C-C;C-C CKR-8;CC-CKR-8;CCR-8;CKR-8;Cmkbr8;mCCR8;,C-C chemokine receptor type 8;C-C motif chemokine receptor 8;,CCR8_HUMAN,C-C chemokine receptor type 8,C-C CKR-8;CC-CKR-8;CCR-8;CC chemokine receptor CHEMR1;CMKBRL2;Chemokine receptor-like 1;CKR-L1;GPR-CY6;GPRCY6;TER1;,CCR8_MOUSE,C-C chemokine receptor type 8,C-C CKR-8;CC-CKR-8;CCR-8;,,,,,,PR:000001204,C-C chemokine receptor type 8,CMKBR8;TER1;GPRCY6;C-C CKR-8;CKR-L1;CCR-8;chemokine receptor-like 1;CC-CKR-8;CCR8;CKRL1;CDw198;CMKBRL2;GPR-CY6;CC chemokine receptor CHEMR1;chemokine receptor CCR8;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001204,601834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_192,CD115,HGNC:2433,colony stimulating factor 1 receptor,1436,CSF1R,C-FMS;CD115;CSF-1R;CSFR;FIM2;FMS;HDLS;M-CSF-R;,CD115 antigen;CSF-1 receptor;FMS proto-oncogene;McDonough feline sarcoma viral (v-fms) oncogene homolog;macrophage colony stimulating factor I receptor;macrophage colony-stimulating factor 1 receptor;proto-oncogene c-Fms;,MGI:1339758,colony stimulating factor 1 receptor,12978,Csf1r,AI323359;CD115;CSF-1R;Csfmr;Fim-2;Fms;M-CSF-R;M-CSFR;,CSF-1 receptor;CSF-1-R;c-fms;macrophage colony-stimulating factor 1 receptor;proto-oncogene c-Fms;proto-oncogene fms;,CSF1R_HUMAN,Macrophage colony-stimulating factor 1 receptor,CSF-1 receptor;CSF-1-R;CSF-1R;M-CSF-R;Proto-oncogene c-Fms;,CSF1R_MOUSE,Macrophage colony-stimulating factor 1 receptor,CSF-1 receptor;CSF-1-R;CSF-1R;M-CSF-R;Proto-oncogene c-Fms;,,,,,,PR:000002062,macrophage colony-stimulating factor 1 receptor,CSF1R;Csfmr;FMS;CSF-1-R;CD115;proto-oncogene c-Fms;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002062,164770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_193,CD116,HGNC:2435,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)",1438,CSF2RA,CD116;CDw116;CSF2RX;CSF2RAY;CSF2RX;CSF2RY;GM-CSF-R-alpha;GMCSFR;GMR;SMDP4;CSF2RA;,CD116 antigen;GM-CSF receptor alpha subunit;GMCSFR-alpha;GMR-alpha;colony stimulating factor 2 receptor alpha subunit;granulocyte-macrophage colony-stimulating factor receptor alpha chain;granulocyte-macrophage colony-stimulating factor receptor subunit alpha;,MGI:1339754,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)",12982,Csf2ra,CD116;Csfgmra;GM-CSF-Ra;GM-CSFR;,GM-CSF-R-alpha;GM-CSFRalpha;GMCSFR-alpha;GMR-alpha;colony stimulating factor 2 receptor alpha chain;granulocyte-macrophage colony-stimulating factor receptor subunit alpha;,CSF2R_HUMAN,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,GM-CSF-R-alpha;GMCSFR-alpha;GMR-alpha;CDw116;,CSF2R_MOUSE,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,GM-CSF-R-alpha;GMCSFR-alpha;GMR-alpha;,,,,,,PR:000001354,granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2R;GM-CSF-R-alpha;Csfgmra;CD116;CDw116;GMCSFR-alpha;CSF2RA;GMR-alpha;CSF2RY;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_194,CD131,HGNC:2436,"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)",1439,CSF2RB,CITF22-45C1.4;CD131;CDw131;IL3RB;IL5RB;SMDP5;,"GM-CSF/IL-3/IL-5 receptor common beta subunit;GM-CSF/IL-3/IL-5 receptor common beta-chain;colony-stimulating factor-2 receptor, beta, low-affinity;cytokine receptor common subunit beta;interleukin 3 receptor/granulocyte-macrophage colony stimulating factor 3 receptor, beta (high affinity);",MGI:1339759,"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)",12983,Csf2rb,AI848964;AIC2B;Bc;CDw1311;Csfgmrb;Il3r;Il3rb;Il3rb1;Il5rb;Csf2rb;,"CD131 antigen;GM-CSF/IL-3/IL-5 receptor common beta subunit;GM-CSF/IL-3/IL-5 receptor common beta-chain;beta c;colony stimulating factor 2 receptor, beta 1, low-affinity (granulocyte-macrophage);common beta chain;cytokine receptor common subunit beta;",IL3RB_HUMAN,Cytokine receptor common subunit beta,CDw131;GM-CSF/IL-3/IL-5 receptor common beta subunit;,IL3RB_MOUSE,Cytokine receptor common subunit beta,GM-CSF/IL-3/IL-5 receptor common beta subunit;,,,,,,PR:000001339,cytokine receptor common beta chain,GM-CSF/IL-3/IL-5 receptor common beta subunit;IL3RB;CDw131;Csf2rb1;CSF2RB;Aic2b;CD131;IL5RB;Il3rb1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001339,138981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_195,CD114,HGNC:2439,colony stimulating factor 3 receptor (granulocyte),1441,CSF3R,CD114;GCSFR;,CD114 antigen;G-CSF receptor;G-CSF-R;granulocyte colony-stimulating factor receptor;,MGI:1339755,colony stimulating factor 3 receptor (granulocyte),12986,Csf3r,RP23-140F18.1;Cd114;Csfgr;G-CSF-R;G-CSFR;,G-CSF receptor;granulocyte colony-stimulating factor receptor;,CSF3R_HUMAN,Granulocyte colony-stimulating factor receptor,G-CSF receptor;G-CSF-R;,CSF3R_MOUSE,Granulocyte colony-stimulating factor receptor,G-CSF receptor;G-CSF-R;,,,,,,PR:000001353,granulocyte colony-stimulating factor receptor,G-CSF receptor;Csfgr;G-CSF-R;GCSFR;CD114;CSF3R;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001353,138971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_196,CX3CR1,HGNC:2558,chemokine (C-X3-C motif) receptor 1,1524,CX3CR1,CCRL1;CMKBRL1;CMKDR1;GPR13;GPRV28;V28;,C-X3-C CKR-1;CMK-BRL-1;CMK-BRL1;CX3C chemokine receptor 1;G protein-coupled receptor 13;G-protein coupled receptor 13;beta chemokine receptor-like 1;chemokine (C-C) receptor-like 1;chemokine (C-X3-C) receptor 1;fractalkine receptor;,MGI:1333815,chemokine (C-X3-C motif) receptor 1,13051,Cx3cr1,,,CX3C1_HUMAN,CX3C chemokine receptor 1,C-X3-C CKR-1;CX3CR1;Beta chemokine receptor-like 1;CMK-BRL-1;CMK-BRL1;Fractalkine receptor;G-protein coupled receptor 13;V28;,CX3C1_MOUSE,CX3C chemokine receptor 1,C-X3-C CKR-1;CX3CR1;Fractalkine receptor;,,,,,,PR:000001206,CX3C chemokine receptor 1,GPR13;CMK-BRL-1;G-protein coupled receptor 13;V28;chemokine receptor CX3CR1;beta chemokine receptor-like 1;CMKBRL1;CX3CR1;CMK-BRL1;C-X3-C CKR-1;fractalkine receptor;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001206,601470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_197,EpoR,HGNC:3416,erythropoietin receptor ,2057,EPOR,EPO-R;,Chromosome: 19;Location: 19p13.3-p13.2;,MGI:95408,erythropoietin receptor,13857,Epor,,,EPOR_HUMAN,Erythropoietin receptor,EPO-R;,EPOR_MOUSE,Erythropoietin receptor,EPO-R;,,,,,,PR:000007142,erythropoietin receptor,EPO-R;EPOR;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000007142,133171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_198,Flt-3,HGNC:3765,fms-related tyrosine kinase 3 ,2322,FLT3,RP11-153M24.3;CD135;FLK-2;FLK2;STK1;,CD135 antigen;FL cytokine receptor;STK-1;fetal liver kinase 2;fms-like tyrosine kinase 3;growth factor receptor tyrosine kinase type III;receptor-type tyrosine-protein kinase FLT3;stem cell tyrosine kinase 1;,MGI:95559,FMS-like tyrosine kinase 3,14255,Flt3,B230315G04;CD135;Flk-2;Flk2;Flt-3;Ly72;wmfl;,FL cytokine receptor;fetal liver kinase 2;receptor-type tyrosine-protein kinase FLT3;tyrosine-protein kinase FLT3;tyrosine-protein kinase receptor flk-2;,FLT3_HUMAN,Receptor-type tyrosine-protein kinase FLT3,FL cytokine receptor;Fetal liver kinase-2;FLK-2;Fms-like tyrosine kinase 3;FLT-3;Stem cell tyrosine kinase 1;STK-1;,FLT3_MOUSE,Receptor-type tyrosine-protein kinase FLT3,FL cytokine receptor;Fetal liver kinase 2;FLK-2;Fms-like tyrosine kinase 3;FLT-3;Tyrosine-protein kinase receptor flk-2;,,,,,,PR:000002001,receptor-type tyrosine-protein kinase FLT3,CD135;FLK-2;FLT-3;FLT3;Fms-like tyrosine kinase 3;STK-1;STK1;fetal liver kinase 2;stem cell tyrosine kinase 1;tyrosine-protein kinase FLT3;tyrosine-protein kinase receptor FLT3;tyrosine-protein kinase receptor flk-2;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002001,136351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_199,CCR10,HGNC:4474,chemokine (C-C motif) receptor 10,2826,CCR10,GPR2;,C-C CKR-10;C-C chemokine receptor type 10;CC chemokine receptor 10;CC-CKR-10;CCR-10;G protein-coupled receptor 2;G-protein coupled receptor 2;,MGI:1096320,chemokine (C-C motif) receptor 10,12777,Ccr10,RP23-281C18.3;Cmkbr9;Gpr2;,C-C CKR-10;C-C chemokine receptor type 10;CC-CKR-10;CCR-10;G protein-coupled receptor 2;G-protein coupled receptor 2;chemokine C-C receptor 9;,CCR10_HUMAN,C-C chemokine receptor type 10,C-C CKR-10;CC-CKR-10;CCR-10;G-protein coupled receptor 2;,CCR10_MOUSE,C-C chemokine receptor type 10,C-C CKR-10;CC-CKR-10;CCR-10;Chemokine C-C receptor 9;G-protein coupled receptor 2;,,,,,,PR:000001198,C-C chemokine receptor type 10,chemokine receptor CCR10;chemokine C-C receptor 9;C-C CKR-10;Cmkbr9;CC-CKR-10;CCR-10;GPR2;G-protein coupled receptor 2;CCR10;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001198,600240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2,B-Cell Stimulating Factor 3,HGNC:17412,cardiotrophin-like cytokine factor 1,23529,CLCF1,CLC;NR6;BSF3;NNT1;BSF-3;CISS2;NNT-1;,,MGI:1930088,cardiotrophin-like cytokine factor 1,56708,Clcf1 ,CLC;Bsf3;,Bcellstimulating factor 3;NNT1;BSF3;b cellstimulating factor 3;cardiotrophinlike cytokine factor 1;Bcell stimulating factor 3;neurotrophin1/Bcell stimulating factor3;NNT1/BSF3;novel neurotrophin1;,CLCF1_HUMAN,Cardiotrophin-like cytokine factor 1,B-cell-stimulating factor 3;BSF-3;Novel neurotrophin-1;NNT-1;,CLCF1_MOUSE,Cardiotrophin-like cytokine factor 1,B-cell-stimulating factor 3;BSF-3;Novel neurotrophin-1;NNT-1;,,,,315,B_Cell_Stimulating_Factor_3;b-cell-stimulating factor 3;uii;urotensin-2;bsf3;u-ii;uts2;uts-2;ciss2;clc;urotensin 2;clcf-1;nr6;novel neurotrophin-1;pro1068;nnt1;clcf1;nnt-1;cardiotrophin-like cytokine factor 1;bsf-3;,PR:000005527,cardiotrophin-like cytokine factor 1,CLCF1;novel neurotrophin-1;BSF-3;NNT1;CLC;BSF3;B-cell-stimulating factor 3;NNT-1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000005527,607672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_20,Chemokine CCL2,HGNC:10618,chemokine (C-C motif) ligand 2,6347,CCL2 ,HC11;MCAF;MCP1;MCP-1;SCYA2;GDCF-2;SMC-CF;HSMCR30;,"small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sigje);smallinducible cytokine A2;monocyte secretory protein JE;monocyte chemoattractant protein 1;small inducible cytokine subfamily A (CysCys), member 2;monocyte chemotactic and activating factor;CC motif chemokine 2;monocyte chemotactic protein 1;monocyte chemoattractant protein1;",MGI:98259,chemokine (C-C motif) ligand 2,20296,Ccl2 ,JE;HC11;MCAF;MCP1;MCP-1;Scya2;Sigje;SMC-CF;AI323594;,small inducible cytokine A2;plateletderived growth factorinducible protein JE;smallinducible cytokine A2;monocyte chemoattractant protein 1;CC motif chemokine 2;monocyte chemotactic protein 1;monocyte chemoattractant protein1;,CCL2_HUMAN,C-C motif chemokine 2,HC11;Monocyte chemoattractant protein 1;Monocyte chemotactic and activating factor;MCAF;Monocyte chemotactic protein 1;MCP-1;Monocyte secretory protein JE;Small-inducible cytokine A2;,CCL2_MOUSE,C-C motif chemokine 2,Monocyte chemoattractant protein 1;Monocyte chemotactic protein 1;MCP-1;Platelet-derived growth factor-inducible protein JE;Small-inducible cytokine A2;,D018932,Chemokine CCL2,C-C motif chemokine 2;CCL2;Chemokine CCL2;,231,ccl-2;mgc9434;c-c motif chemokine 2;mcaf;hc11;mcp-1;smccf;gdcf-2;tsg-8;scya2;ldcf;monocyte chemotactic protein 1;monocyte chemotactic and activating factor;tdcf;small-inducible cytokine A2;hsmcr30;mcp1;monocyte secretory protein JE;platelet-derived growth factor-inducible protein JE;monocyte chemoattractant protein 1;gdcf2;chemokine (c-c motif) ligand 2;smc-cf;tsg8;ccl2;,PR:000002122,C-C motif chemokine 2,CCL2;MCP1;small-inducible cytokine A2;Je;monocyte secretory protein JE;platelet-derived growth factor-inducible protein JE;monocyte chemotactic and activating factor;monocyte chemotactic protein 1;MCAF;SCYA2;HC11;monocyte chemoattractant protein 1;MCP-1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002122,158105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_200,XCR1,HGNC:1625,chemokine (C motif) receptor 1 ,2829,XCR1,CCXCR1;GPR5;,G protein-coupled receptor 5;G-protein coupled receptor 5;XC chemokine receptor 1;chemokine (C motif) XC receptor 1;chemokine XC receptor 1;lymphotactin receptor,MGI:1346338,chemokine (C motif) receptor 1,23832,Xcr1,Ccxcr1;Gpr5;mXcr1;,C motif-1/lymphotactin receptor;SCM1 receptor;XC chemokine receptor 1;chemokine (C motif) XC receptor 1;chemokine XC receptor 1;lymphotactin receptor,XCR1_HUMAN,Chemokine XC receptor 1,G-protein coupled receptor 5;Lymphotactin receptor;XC chemokine receptor 1;,,,,,,,,,PR:000001212,chemokine XC receptor 1,GPR5;XC chemokine receptor 1;SCM1 receptor;lymphotactin receptor;XCR1;G-protein coupled receptor 5;mXCR1;CCXCR1;chemokine receptor XCR1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001212,600552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_201,CXCR3,HGNC:4540,chemokine (C-X-C motif) receptor 3,2833,CXCR3,CD182;CD183;CKR-L2;CMKAR3;GPR9;IP10-R;Mig-R;MigR;,,MGI:1277207,chemokine (C-X-C motif) receptor 3,12766,Cxcr3,RP23-49C8.4;Cd183;Cmkar3;,,CXCR3_HUMAN,C-X-C chemokine receptor type 3,CXC-R3;CXCR-3;CKR-L2;G protein-coupled receptor 9;Interferon-inducible protein 10 receptor;IP-10 receptor;,CXCR3_MOUSE,C-X-C chemokine receptor type 3,CXC-R3;CXCR-3;Interferon-inducible protein 10 receptor;IP-10 receptor;,,,,,,PR:000001207,C-X-C chemokine receptor type 3,CXC-R3;CXCR3;G-protein coupled receptor 9;CKR-L2;Cmkar3;interferon-inducible protein 10 receptor;chemokine receptor CXCR3;IP-10 receptor;CD183;GPR9;CXCR-3;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001207,300574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_202,CDw119,HGNC:5439,interferon gamma receptor 1,3459,IFNGR1,RP3-503F13.3;CD119;IFNGR;,"AVP, type 2;CD119 antigen;CDw119;IFN-gamma receptor 1;IFN-gamma-R1;antiviral protein, type 2;immune interferon receptor 1;interferon-gamma receptor alpha chain;",MGI:107655,interferon gamma receptor 1,15979,Ifngr1,CD119;IFN-gammaR;Ifgr;Ifngr;Nktar;,IFN-gamma receptor 1;IFN-gamma-R1;INF-g receptor;interferon-gamma receptor 1;,INGR1_HUMAN,Interferon gamma receptor 1,IFN-gamma receptor 1;IFN-gamma-R1;CDw119;,INGR1_MOUSE,Interferon gamma receptor 1,IFN-gamma receptor 1;IFN-gamma-R1;,,,,,,PR:000001361,interferon gamma receptor alpha chain,CD119;IFN-gamma-R1;IFN-gamma receptor 1;IFNGR1;Ifngr;CDw119;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001361,107470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_203,CD121a,HGNC:5993,"interleukin 1 receptor, type I",3554,IL1R1,CD121A;D2S1473;IL-1R-alpha;IL1R;IL1RA;P80;,"CD121 antigen-like family member A;IL-1R-1;IL-1RT-1;IL-1RT1;interleukin 1 receptor alpha, type I;interleukin-1 receptor alpha;interleukin-1 receptor type 1;interleukin-1 receptor type I;",MGI:96545,"interleukin 1 receptor, type I",16177,Il1r1,CD121a;CD121b;IL-iR;Il1r-1;,CD121 antigen-like family member A;IL-1 receptor alpha chain;IL-1R-1;IL-1R-alpha;IL-1RT-1;IL-1RT1;interleukin-1 receptor alpha;interleukin-1 receptor type 1;interleukin-1 receptor type I;p80;,IL1R1_HUMAN,"Interleukin-1 receptor type 1, soluble form",IL-1R-1;IL-1RT-1;IL-1RT1;CD121 antigen-like family member A;Interleukin-1 receptor alpha;IL-1R-alpha;Interleukin-1 receptor type I;p80;mIL-1R1;mIL-1RI;sIL-1R1;sIL-1RI;,IL1R1_MOUSE,"Interleukin-1 receptor type 1, soluble form",IL-1R-1;IL-1RT-1;IL-1RT1;CD121 antigen-like family member A;Interleukin-1 receptor alpha;IL-1R-alpha;Interleukin-1 receptor type I;p80;mIL-1R1;mIL-1RI;sIL-1R1;sIL-1RI;,,,,,,PR:000001363,interleukin-1 receptor type I,IL-1R-1;interleukin-1 receptor alpha;Il-1r1;IL1R;CD121a;CD121 antigen-like family member A;IL-1R-alpha;IL-1RT-1;IL-1RT1;IL1RT1;p80;IL1RA;IL1R1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001363,147810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
